"mcav_gene_name","human_gene_name","human_gene_pfam","orthogroup","entry"
"Mcav_TRINITY_GG_10054_c13_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_10076_c4_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_10076_c4_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_10076_c4_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_10076_c4_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_10076_c4_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_10204_c4_g1_i1.p1","NP_000363.1","PF06305.15",NA,NA
"Mcav_TRINITY_GG_10204_c4_g1_i2.p1","NP_000363.1","PF06305.15",NA,NA
"Mcav_TRINITY_GG_10227_c7_g1_i1.p1","NP_000781.2","PF00282.23",NA,NA
"Mcav_TRINITY_GG_10391_c16_g1_i1.p2","NP_954986.2","PF21417.1",NA,NA
"Mcav_TRINITY_GG_10400_c2_g1_i4.p1","NP_000541.1","PF06365.16",NA,NA
"Mcav_TRINITY_GG_10405_c8_g1_i4.p1","NP_000538.3","PF12947.11","OG0003424","Q15375"
"Mcav_TRINITY_GG_10502_c2_g1_i1.p1","NP_000538.3","PF01462.22",NA,NA
"Mcav_TRINITY_GG_10580_c0_g1_i2.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_10580_c0_g1_i2.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_10580_c0_g1_i2.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_10580_c0_g1_i2.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_10580_c0_g1_i2.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_10580_c0_g1_i2.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_10580_c0_g1_i2.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_10580_c0_g1_i2.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_000231.1","PF02254.22",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_000660.1","PF02254.22",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_000889.3","PF07991.16",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_000663.1","PF02254.22",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_000658.1","PF02254.22",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_000659.2","PF02254.22",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_690863.1","PF00899.25",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_690863.1","PF02254.22",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_690863.1","PF02737.22",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_000889.3","PF02254.22",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_690863.1","PF13241.10",NA,NA
"Mcav_TRINITY_GG_10845_c1_g1_i1.p1","NP_690863.1","PF01488.24",NA,NA
"Mcav_TRINITY_GG_10904_c2_g1_i1.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_10904_c2_g1_i4.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_10904_c3_g1_i2.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_10942_c1_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_10942_c1_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_10942_c1_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_10942_c1_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_10942_c1_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_11029_c3_g1_i1.p1","NP_000745.1","PF13847.10",NA,NA
"Mcav_TRINITY_GG_11029_c3_g1_i1.p1","NP_002677.1","PF08242.16",NA,NA
"Mcav_TRINITY_GG_11071_c2_g1_i1.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11165_c1_g1_i1.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11165_c2_g1_i2.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c4_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11165_c4_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11165_c4_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11165_c4_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11165_c4_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_11165_c4_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11165_c4_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c4_g2_i1.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11165_c6_g1_i1.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_11172_c1_g1_i3.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11185_c0_g1_i1.p1","NP_000538.3","PF12661.11","OG0000173","P49013"
"Mcav_TRINITY_GG_11185_c0_g1_i1.p1","NP_000538.3","PF07645.19","OG0000173","P49013"
"Mcav_TRINITY_GG_11185_c0_g1_i1.p1","NP_000538.3","PF00008.31","OG0000173","P49013"
"Mcav_TRINITY_GG_11185_c0_g1_i3.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11185_c0_g1_i3.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11185_c0_g1_i3.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11185_c0_g1_i3.p2","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11185_c0_g1_i3.p2","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11185_c0_g1_i3.p2","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11185_c0_g1_i3.p2","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_1131_c0_g1_i1.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF01262.25",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF01593.28",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF01266.28",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF00890.28",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF01494.23",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF12831.11",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF01134.26",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF03486.18",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF13450.10",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF00070.31",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF07992.18",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000231.1","PF13738.10",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF12831.11",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF00890.28",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000658.1","PF01262.25",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF01266.28",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000659.2","PF01262.25",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF01266.28",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF01494.23",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF03486.18",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF13450.10",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF01262.25",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF00070.31",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF01134.26",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF01262.25",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF13738.10",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF01134.26",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF01593.28",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF03486.18",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF01593.28",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF12831.11",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF00070.31",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF13450.10",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF01494.23",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_000889.3","PF07992.18",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF07992.18",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF00890.28",NA,NA
"Mcav_TRINITY_GG_11321_c0_g1_i1.p2","NP_690863.1","PF13738.10",NA,NA
"Mcav_TRINITY_GG_11330_c7_g1_i1.p1","NP_000778.3","PF03351.21",NA,NA
"Mcav_TRINITY_GG_11335_c12_g1_i5.p1","NP_000778.3","PF03351.21","OG0001391","A4QP81"
"Mcav_TRINITY_GG_11342_c4_g1_i1.p1","NP_000541.1","PF21314.1",NA,NA
"Mcav_TRINITY_GG_11350_c57_g1_i1.p1","NP_000541.1","PF06365.16",NA,NA
"Mcav_TRINITY_GG_11350_c70_g1_i1.p1","NP_000541.1","PF21314.1",NA,NA
"Mcav_TRINITY_GG_11350_c71_g1_i3.p1","NP_000541.1","PF21314.1",NA,NA
"Mcav_TRINITY_GG_11578_c0_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_116_c28_g1_i1.p1","NP_000541.1","PF21314.1",NA,NA
"Mcav_TRINITY_GG_11637_c6_g1_i1.p1","NP_000745.1","PF01135.23",NA,NA
"Mcav_TRINITY_GG_11637_c6_g1_i1.p1","NP_000745.1","PF13847.10",NA,NA
"Mcav_TRINITY_GG_11637_c6_g1_i1.p1","NP_000745.1","PF02475.20",NA,NA
"Mcav_TRINITY_GG_11637_c6_g1_i1.p1","NP_002677.1","PF08241.16",NA,NA
"Mcav_TRINITY_GG_11637_c6_g1_i1.p1","NP_002677.1","PF13489.10",NA,NA
"Mcav_TRINITY_GG_11637_c6_g1_i1.p1","NP_002677.1","PF08242.16",NA,NA
"Mcav_TRINITY_GG_11693_c12_g1_i3.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11693_c12_g1_i3.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11693_c12_g1_i3.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11693_c12_g1_i3.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11693_c12_g1_i3.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11693_c12_g1_i3.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11695_c8_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11695_c8_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11695_c8_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11695_c8_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11695_c8_g1_i1.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_11705_c0_g1_i1.p1","NP_690863.1","PF13450.10","OG0000658","Q21565"
"Mcav_TRINITY_GG_11705_c0_g1_i1.p1","NP_000889.3","PF13450.10","OG0000658","Q21565"
"Mcav_TRINITY_GG_11705_c0_g1_i1.p1","NP_000231.1","PF13450.10","OG0000658","Q21565"
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000658.1","PF00107.30",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000658.1","PF13602.10",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000659.2","PF08240.16",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000659.2","PF00107.30",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000660.1","PF00107.30",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000660.1","PF13602.10",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000661.2","PF08240.16",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000661.2","PF13602.10",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000662.3","PF08240.16",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000662.3","PF13602.10",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000663.1","PF08240.16",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000658.1","PF08240.16",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000745.1","PF13847.10",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_001159976.1","PF08240.16",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000661.2","PF00107.30",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000659.2","PF13602.10",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000660.1","PF08240.16",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000663.1","PF00107.30",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000662.3","PF00107.30",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_000663.1","PF13602.10",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_002677.1","PF08242.16",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_002677.1","PF08241.16",NA,NA
"Mcav_TRINITY_GG_11751_c3_g1_i1.p1","NP_001159976.1","PF00107.30",NA,NA
"Mcav_TRINITY_GG_11764_c10_g1_i1.p2","NP_002141.2","PF00903.29",NA,NA
"Mcav_TRINITY_GG_11764_c10_g1_i1.p2","NP_002141.2","PF13669.10",NA,NA
"Mcav_TRINITY_GG_11764_c10_g1_i2.p2","NP_002141.2","PF00903.29",NA,NA
"Mcav_TRINITY_GG_11764_c10_g1_i2.p2","NP_002141.2","PF13669.10",NA,NA
"Mcav_TRINITY_GG_11809_c0_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11809_c0_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11809_c0_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11809_c0_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11809_c0_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11809_c0_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11816_c0_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11816_c0_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11816_c0_g1_i1.p1","NP_000538.3","PF00084.24",NA,NA
"Mcav_TRINITY_GG_11823_c0_g1_i1.p1","NP_000538.3","PF00084.24","OG0002986","Q923L3"
"Mcav_TRINITY_GG_11837_c50_g1_i1.p1","NP_000538.3","PF00008.31","OG0000323","Q14517"
"Mcav_TRINITY_GG_11837_c50_g1_i1.p1","NP_000538.3","PF07645.19","OG0000323","Q14517"
"Mcav_TRINITY_GG_11837_c50_g1_i1.p1","NP_000538.3","PF12661.11","OG0000323","Q14517"
"Mcav_TRINITY_GG_11837_c50_g1_i1.p1","NP_000538.3","PF12947.11","OG0000323","Q14517"
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_000538.3","PF12662.11",NA,NA
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_000538.3","PF07645.19",NA,NA
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_000538.3","PF14670.10",NA,NA
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_000538.3","PF12947.11",NA,NA
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11838_c21_g1_i1.p1","NP_001913.2","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11838_c24_g1_i2.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11838_c46_g1_i1.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11838_c46_g1_i1.p1","NP_000538.3","PF12661.11",NA,NA
"Mcav_TRINITY_GG_11838_c46_g1_i1.p1","NP_000541.1","PF07974.17",NA,NA
"Mcav_TRINITY_GG_11838_c46_g1_i3.p1","NP_000363.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11838_c46_g1_i3.p1","NP_000538.3","PF00008.31",NA,NA
"Mcav_TRINITY_GG_11838_c46_g1_i3.p1","NP_000541.1","PF00053.28",NA,NA
"Mcav_TRINITY_GG_11838_c46_g1_i3.p1","NP_000538.3","PF12661.11",NA,NA
